epoch,logits_variance_loss,loss,val_logits_variance_loss,val_loss
0,1.44106796807,1.44106796807,0.573242945931,0.573242945931
1,0.806766515657,0.806766515657,0.475127601089,0.475127601089
2,0.681196784622,0.681196784622,0.435260323569,0.435260323569
3,0.615795103673,0.615795103673,0.411019677535,0.411019677535
4,0.573116167636,0.573116167636,0.393420557181,0.393420557181
5,0.542959017805,0.542959017805,0.380995232134,0.380995232134
6,0.521793072416,0.521793072416,0.372842410627,0.372842410627
7,0.50241580762,0.50241580762,0.36386549148,0.36386549148
8,0.485969500642,0.485969500642,0.358149051284,0.358149051284
9,0.477513239799,0.477513239799,0.351896089048,0.351896089048
10,0.464874835234,0.464874835234,0.347778357947,0.347778357947
11,0.450940036819,0.450940036819,0.344449100395,0.344449100395
12,0.446286666981,0.446286666981,0.340302492564,0.340302492564
13,0.439541402455,0.439541402455,0.337406264093,0.337406264093
14,0.430076018567,0.430076018567,0.335051734669,0.335051734669
15,0.423220191738,0.423220191738,0.331758745015,0.331758745015
16,0.420787766404,0.420787766404,0.329049047178,0.329049047178
17,0.413044338686,0.413044338686,0.326547684578,0.326547684578
18,0.406044044469,0.406044044469,0.325665275065,0.325665275065
19,0.405133219901,0.405133219901,0.322527047724,0.322527047724
20,0.39803332575,0.39803332575,0.319657770678,0.319657770678
21,0.393993123164,0.393993123164,0.319042863372,0.319042863372
22,0.390612851566,0.390612851566,0.317245041331,0.317245041331
23,0.386897251563,0.386897251563,0.315926817365,0.315926817365
24,0.382558369453,0.382558369453,0.31350227197,0.31350227197
25,0.379868599425,0.379868599425,0.313007307358,0.313007307358
26,0.379495286071,0.379495286071,0.31204480162,0.31204480162
27,0.37269281677,0.37269281677,0.31013917923,0.31013917923
28,0.372420120026,0.372420120026,0.308595300867,0.308595300867
29,0.369627069152,0.369627069152,0.307325524015,0.307325524015
30,0.367365613828,0.367365613828,0.306394931598,0.306394931598
31,0.361026744493,0.361026744493,0.30483802045,0.30483802045
32,0.358130385033,0.358130385033,0.304371516292,0.304371516292
33,0.354118093486,0.354118093486,0.303285987522,0.303285987522
34,0.353206001919,0.353206001919,0.302146118421,0.302146118421
35,0.349401312586,0.349401312586,0.299851454603,0.299851454603
36,0.348625735536,0.348625735536,0.298588691614,0.298588691614
37,0.347221173165,0.347221173165,0.297688992551,0.297688992551
38,0.343597701413,0.343597701413,0.29592851664,0.29592851664
39,0.341762795453,0.341762795453,0.296401330867,0.296401330867
40,0.339544790388,0.339544790388,0.296230203257,0.296230203257
41,0.33815878519,0.33815878519,0.295267511064,0.295267511064
42,0.334977812178,0.334977812178,0.296546027828,0.296546027828
43,0.330030021266,0.330030021266,0.293843613221,0.293843613221
44,0.329235624908,0.329235624908,0.293880978265,0.293880978265
45,0.327957586847,0.327957586847,0.29377607046,0.29377607046
